episode,reward,avg_reward_10,loss,epsilon,steps,method,per_beta
280,-75.89470983820614,-98.3327970426248,0.4731411847919226,0.2457325055235537,1000,proposed,0.960532
281,-36.58232532751866,-75.52930462754757,0.4582182688309866,0.24450384299593592,136,proposed,0.961348
282,101.52634252460408,-42.15978826853366,0.4677648874297738,0.24328132378095624,1000,proposed,0.967348
283,-165.60202270521933,-60.63378176255496,0.44187177562283725,0.24206491716205145,513,proposed,0.970426
284,-81.20191140211512,-58.07643052296023,0.43940259331464765,0.2408545925762412,1000,proposed,0.976426
285,-111.27220425892163,-59.725866753272065,0.4394154900945723,0.23965031961336,1000,proposed,0.982426
286,-95.96664109389812,-61.3741920911743,0.417269728384912,0.2384520680152932,1000,proposed,0.988426
287,-15.247711322310481,-56.60811644613608,0.4351601095572114,0.23725980767521673,1000,proposed,0.994426
288,26.288152631977248,-53.63461800117925,0.40307485396787524,0.23607350863684065,1000,proposed,1.0
289,-41.49238033983608,-49.544541113144426,0.4000806270688772,0.23489314109365644,1000,proposed,1.0
290,-54.31006861128787,-47.386076990452594,0.38284902330860493,0.23371867538818816,1000,proposed,1.0
291,-19.941817840328483,-45.72202624173358,0.38015036227926613,0.23255008201124722,1000,proposed,1.0
292,-187.09501519761284,-74.58416201395525,0.38902854386620206,0.231387331601191,423,proposed,1.0
293,-69.00027823376062,-64.9239875668094,0.3809860156401992,0.23023039494318503,1000,proposed,1.0
294,39.11128239377077,-52.892668187220806,0.38167971213907004,0.2290792429684691,1000,proposed,1.0
295,-45.670345286574715,-46.332482289986125,0.37278690552711485,0.22793384675362674,1000,proposed,1.0
296,-12.36693149290318,-37.97251132988663,0.3645838974006474,0.22679417751985861,1000,proposed,1.0
297,14.675337113643362,-34.980206486291245,0.3639077048748732,0.22566020663225933,1000,proposed,1.0
298,-15.827451514490065,-39.19176690093798,0.3467750824942179,0.22453190559909803,163,proposed,1.0
299,43.16563794204454,-30.725965072749908,0.3536497077830136,0.22340924607110255,1000,proposed,1.0
300,-94.98396994517557,-34.79335520613868,0.34987519001960754,0.22229219984074702,1000,proposed,1.0
